bid_seq,auction_player_slno,name,country,isindian,speciality,Batting_handedness,Bowling_handedness,team_name,bid_amt,base_price,est_auc_prc,Status
8701,7,"Hanuma Vihari",India,Indian,"Top Order",RHB,"RIGHT ARM Off Break","DELHI CAPITALS",50,50,0,Unsold
8702,7,"Hanuma Vihari",India,Indian,"Top Order",RHB,"RIGHT ARM Off Break","RAJASTHAN ROYALS",55,50,0,Unsold
8703,7,"Hanuma Vihari",India,Indian,"Top Order",RHB,"RIGHT ARM Off Break","DELHI CAPITALS",60,50,0,Unsold
8704,7,"Hanuma Vihari",India,Indian,"Top Order",RHB,"RIGHT ARM Off Break","RAJASTHAN ROYALS",65,50,0,Unsold
8705,7,"Hanuma Vihari",India,Indian,"Top Order",RHB,"RIGHT ARM Off Break","DELHI CAPITALS",70,50,0,Unsold
8706,7,"Hanuma Vihari",India,Indian,"Top Order",RHB,"RIGHT ARM Off Break","RAJASTHAN ROYALS",75,50,0,Unsold
8707,7,"Hanuma Vihari",India,Indian,"Top Order",RHB,"RIGHT ARM Off Break","DELHI CAPITALS",80,50,0,Unsold
8708,7,"Hanuma Vihari",India,Indian,"Top Order",RHB,"RIGHT ARM Off Break","RAJASTHAN ROYALS",85,50,0,Unsold
8709,7,"Hanuma Vihari",India,Indian,"Top Order",RHB,"RIGHT ARM Off Break","DELHI CAPITALS",90,50,0,Unsold
8710,7,"Hanuma Vihari",India,Indian,"Top Order",RHB,"RIGHT ARM Off Break","MUMBAI INDIANS",95,50,0,Unsold
8711,7,"Hanuma Vihari",India,Indian,"Top Order",RHB,"RIGHT ARM Off Break","DELHI CAPITALS",100,50,0,Unsold
8712,7,"Hanuma Vihari",India,Indian,"Top Order",RHB,"RIGHT ARM Off Break","MUMBAI INDIANS",110,50,0,Unsold
8713,7,"Hanuma Vihari",India,Indian,"Top Order",RHB,"RIGHT ARM Off Break","DELHI CAPITALS",120,50,0,Unsold
8714,7,"Hanuma Vihari",India,Indian,"Top Order",RHB,"RIGHT ARM Off Break","MUMBAI INDIANS",130,50,0,Unsold
8715,7,"Hanuma Vihari",India,Indian,"Top Order",RHB,"RIGHT ARM Off Break","DELHI CAPITALS",140,50,0,Unsold
8716,7,"Hanuma Vihari",India,Indian,"Top Order",RHB,"RIGHT ARM Off Break","MUMBAI INDIANS",150,50,0,Unsold
8717,7,"Hanuma Vihari",India,Indian,"Top Order",RHB,"RIGHT ARM Off Break","DELHI CAPITALS",160,50,0,Unsold
8718,7,"Hanuma Vihari",India,Indian,"Top Order",RHB,"RIGHT ARM Off Break","MUMBAI INDIANS",170,50,0,Unsold
8719,7,"Hanuma Vihari",India,Indian,"Top Order",RHB,"RIGHT ARM Off Break","DELHI CAPITALS",180,50,0,Unsold
8720,7,"Hanuma Vihari",India,Indian,"Top Order",RHB,"RIGHT ARM Off Break","MUMBAI INDIANS",190,50,0,Unsold
8721,7,"Hanuma Vihari",India,Indian,"Top Order",RHB,"RIGHT ARM Off Break","DELHI CAPITALS",200,50,0,Sold
8722,3,"Shimron Hetmyer","West Indies",Foreigner,"Top Order",LHB,"RIGHT ARM Leg Break","KINGS XI PUNJAB",50,50,0,Unsold
8723,3,"Shimron Hetmyer","West Indies",Foreigner,"Top Order",LHB,"RIGHT ARM Leg Break","DELHI CAPITALS",55,50,0,Unsold
8724,3,"Shimron Hetmyer","West Indies",Foreigner,"Top Order",LHB,"RIGHT ARM Leg Break","KINGS XI PUNJAB",60,50,0,Unsold
8725,3,"Shimron Hetmyer","West Indies",Foreigner,"Top Order",LHB,"RIGHT ARM Leg Break","DELHI CAPITALS",65,50,0,Unsold
8726,3,"Shimron Hetmyer","West Indies",Foreigner,"Top Order",LHB,"RIGHT ARM Leg Break","KINGS XI PUNJAB",70,50,0,Unsold
8727,3,"Shimron Hetmyer","West Indies",Foreigner,"Top Order",LHB,"RIGHT ARM Leg Break","DELHI CAPITALS",75,50,0,Unsold
8728,3,"Shimron Hetmyer","West Indies",Foreigner,"Top Order",LHB,"RIGHT ARM Leg Break","KINGS XI PUNJAB",80,50,0,Unsold
8729,3,"Shimron Hetmyer","West Indies",Foreigner,"Top Order",LHB,"RIGHT ARM Leg Break","RAJASTHAN ROYALS",85,50,0,Unsold
8730,3,"Shimron Hetmyer","West Indies",Foreigner,"Top Order",LHB,"RIGHT ARM Leg Break","KINGS XI PUNJAB",90,50,0,Unsold
8731,3,"Shimron Hetmyer","West Indies",Foreigner,"Top Order",LHB,"RIGHT ARM Leg Break","RAJASTHAN ROYALS",95,50,0,Unsold
8732,3,"Shimron Hetmyer","West Indies",Foreigner,"Top Order",LHB,"RIGHT ARM Leg Break","KINGS XI PUNJAB",100,50,0,Unsold
8733,3,"Shimron Hetmyer","West Indies",Foreigner,"Top Order",LHB,"RIGHT ARM Leg Break","RAJASTHAN ROYALS",110,50,0,Unsold
8734,3,"Shimron Hetmyer","West Indies",Foreigner,"Top Order",LHB,"RIGHT ARM Leg Break","KINGS XI PUNJAB",120,50,0,Unsold
8735,3,"Shimron Hetmyer","West Indies",Foreigner,"Top Order",LHB,"RIGHT ARM Leg Break","RAJASTHAN ROYALS",130,50,0,Unsold
8736,3,"Shimron Hetmyer","West Indies",Foreigner,"Top Order",LHB,"RIGHT ARM Leg Break","KINGS XI PUNJAB",140,50,0,Unsold
8737,3,"Shimron Hetmyer","West Indies",Foreigner,"Top Order",LHB,"RIGHT ARM Leg Break","RAJASTHAN ROYALS",150,50,0,Unsold
8738,3,"Shimron Hetmyer","West Indies",Foreigner,"Top Order",LHB,"RIGHT ARM Leg Break","KINGS XI PUNJAB",160,50,0,Unsold
8739,3,"Shimron Hetmyer","West Indies",Foreigner,"Top Order",LHB,"RIGHT ARM Leg Break","RAJASTHAN ROYALS",170,50,0,Unsold
8740,3,"Shimron Hetmyer","West Indies",Foreigner,"Top Order",LHB,"RIGHT ARM Leg Break","KINGS XI PUNJAB",180,50,0,Unsold
8741,3,"Shimron Hetmyer","West Indies",Foreigner,"Top Order",LHB,"RIGHT ARM Leg Break","RAJASTHAN ROYALS",190,50,0,Unsold
8742,3,"Shimron Hetmyer","West Indies",Foreigner,"Top Order",LHB,"RIGHT ARM Leg Break","KINGS XI PUNJAB",200,50,0,Unsold
8743,3,"Shimron Hetmyer","West Indies",Foreigner,"Top Order",LHB,"RIGHT ARM Leg Break","RAJASTHAN ROYALS",220,50,0,Unsold
8744,3,"Shimron Hetmyer","West Indies",Foreigner,"Top Order",LHB,"RIGHT ARM Leg Break","KINGS XI PUNJAB",240,50,0,Unsold
8745,3,"Shimron Hetmyer","West Indies",Foreigner,"Top Order",LHB,"RIGHT ARM Leg Break","SUNRISERS HYDERABAD",260,50,0,Unsold
8746,3,"Shimron Hetmyer","West Indies",Foreigner,"Top Order",LHB,"RIGHT ARM Leg Break","KINGS XI PUNJAB",280,50,0,Unsold
8747,3,"Shimron Hetmyer","West Indies",Foreigner,"Top Order",LHB,"RIGHT ARM Leg Break","SUNRISERS HYDERABAD",300,50,0,Unsold
8748,3,"Shimron Hetmyer","West Indies",Foreigner,"Top Order",LHB,"RIGHT ARM Leg Break","KINGS XI PUNJAB",320,50,0,Unsold
8749,3,"Shimron Hetmyer","West Indies",Foreigner,"Top Order",LHB,"RIGHT ARM Leg Break","SUNRISERS HYDERABAD",340,50,0,Unsold
8750,3,"Shimron Hetmyer","West Indies",Foreigner,"Top Order",LHB,"RIGHT ARM Leg Break","KINGS XI PUNJAB",360,50,0,Unsold
8751,3,"Shimron Hetmyer","West Indies",Foreigner,"Top Order",LHB,"RIGHT ARM Leg Break","SUNRISERS HYDERABAD",380,50,0,Unsold
8752,3,"Shimron Hetmyer","West Indies",Foreigner,"Top Order",LHB,"RIGHT ARM Leg Break","KINGS XI PUNJAB",400,50,0,Unsold
8753,3,"Shimron Hetmyer","West Indies",Foreigner,"Top Order",LHB,"RIGHT ARM Leg Break","ROYAL CHALLANGERS BANGALORE",420,50,0,Sold
8754,8,"Carlos Brathwaite","West Indies",Foreigner,"All Rounder",RHB,"RIGHT ARM Fast","KOLKATA KNIGHT RIDERS",75,75,-100,Unsold
8755,8,"Carlos Brathwaite","West Indies",Foreigner,"All Rounder",RHB,"RIGHT ARM Fast","KINGS XI PUNJAB",80,75,-100,Unsold
8756,8,"Carlos Brathwaite","West Indies",Foreigner,"All Rounder",RHB,"RIGHT ARM Fast","KOLKATA KNIGHT RIDERS",85,75,-100,Unsold
8757,8,"Carlos Brathwaite","West Indies",Foreigner,"All Rounder",RHB,"RIGHT ARM Fast","KINGS XI PUNJAB",90,75,-100,Unsold
8758,8,"Carlos Brathwaite","West Indies",Foreigner,"All Rounder",RHB,"RIGHT ARM Fast","KOLKATA KNIGHT RIDERS",95,75,-100,Unsold
8759,8,"Carlos Brathwaite","West Indies",Foreigner,"All Rounder",RHB,"RIGHT ARM Fast","KINGS XI PUNJAB",100,75,-100,Unsold
8760,8,"Carlos Brathwaite","West Indies",Foreigner,"All Rounder",RHB,"RIGHT ARM Fast","KOLKATA KNIGHT RIDERS",110,75,-100,Unsold
8761,8,"Carlos Brathwaite","West Indies",Foreigner,"All Rounder",RHB,"RIGHT ARM Fast","KINGS XI PUNJAB",120,75,-100,Unsold
8762,8,"Carlos Brathwaite","West Indies",Foreigner,"All Rounder",RHB,"RIGHT ARM Fast","KOLKATA KNIGHT RIDERS",130,75,-100,Unsold
8763,8,"Carlos Brathwaite","West Indies",Foreigner,"All Rounder",RHB,"RIGHT ARM Fast","KINGS XI PUNJAB",140,75,-100,Unsold
8764,8,"Carlos Brathwaite","West Indies",Foreigner,"All Rounder",RHB,"RIGHT ARM Fast","KOLKATA KNIGHT RIDERS",150,75,-100,Unsold
8765,8,"Carlos Brathwaite","West Indies",Foreigner,"All Rounder",RHB,"RIGHT ARM Fast","KINGS XI PUNJAB",160,75,-100,Unsold
8766,8,"Carlos Brathwaite","West Indies",Foreigner,"All Rounder",RHB,"RIGHT ARM Fast","KOLKATA KNIGHT RIDERS",170,75,-100,Unsold
8767,8,"Carlos Brathwaite","West Indies",Foreigner,"All Rounder",RHB,"RIGHT ARM Fast","KINGS XI PUNJAB",180,75,-100,Unsold
8768,8,"Carlos Brathwaite","West Indies",Foreigner,"All Rounder",RHB,"RIGHT ARM Fast","KOLKATA KNIGHT RIDERS",190,75,-100,Unsold
8769,8,"Carlos Brathwaite","West Indies",Foreigner,"All Rounder",RHB,"RIGHT ARM Fast","KINGS XI PUNJAB",200,75,-100,Unsold
8770,8,"Carlos Brathwaite","West Indies",Foreigner,"All Rounder",RHB,"RIGHT ARM Fast","KOLKATA KNIGHT RIDERS",220,75,-100,Unsold
8771,8,"Carlos Brathwaite","West Indies",Foreigner,"All Rounder",RHB,"RIGHT ARM Fast","KINGS XI PUNJAB",240,75,-100,Unsold
8772,8,"Carlos Brathwaite","West Indies",Foreigner,"All Rounder",RHB,"RIGHT ARM Fast","KOLKATA KNIGHT RIDERS",260,75,-100,Unsold
8773,8,"Carlos Brathwaite","West Indies",Foreigner,"All Rounder",RHB,"RIGHT ARM Fast","KINGS XI PUNJAB",280,75,-100,Unsold
8774,8,"Carlos Brathwaite","West Indies",Foreigner,"All Rounder",RHB,"RIGHT ARM Fast","KOLKATA KNIGHT RIDERS",300,75,-100,Unsold
8775,8,"Carlos Brathwaite","West Indies",Foreigner,"All Rounder",RHB,"RIGHT ARM Fast","KINGS XI PUNJAB",320,75,-100,Unsold
8776,8,"Carlos Brathwaite","West Indies",Foreigner,"All Rounder",RHB,"RIGHT ARM Fast","KOLKATA KNIGHT RIDERS",340,75,-100,Unsold
8777,8,"Carlos Brathwaite","West Indies",Foreigner,"All Rounder",RHB,"RIGHT ARM Fast","KOLKATA KNIGHT RIDERS",360,75,-100,Unsold
8778,8,"Carlos Brathwaite","West Indies",Foreigner,"All Rounder",RHB,"RIGHT ARM Fast","KOLKATA KNIGHT RIDERS",380,75,-100,Unsold
8779,8,"Carlos Brathwaite","West Indies",Foreigner,"All Rounder",RHB,"RIGHT ARM Fast","KINGS XI PUNJAB",400,75,-100,Unsold
8780,8,"Carlos Brathwaite","West Indies",Foreigner,"All Rounder",RHB,"RIGHT ARM Fast","KOLKATA KNIGHT RIDERS",420,75,-100,Unsold
8781,8,"Carlos Brathwaite","West Indies",Foreigner,"All Rounder",RHB,"RIGHT ARM Fast","KINGS XI PUNJAB",440,75,-100,Unsold
8782,8,"Carlos Brathwaite","West Indies",Foreigner,"All Rounder",RHB,"RIGHT ARM Fast","KOLKATA KNIGHT RIDERS",460,75,-100,Unsold
8783,8,"Carlos Brathwaite","West Indies",Foreigner,"All Rounder",RHB,"RIGHT ARM Fast","KINGS XI PUNJAB",480,75,-100,Unsold
8784,8,"Carlos Brathwaite","West Indies",Foreigner,"All Rounder",RHB,"RIGHT ARM Fast","KOLKATA KNIGHT RIDERS",500,75,-100,Sold
8785,13,"Gurkeerat Singh",India,Indian,"All Rounder",RHB,"RIGHT ARM Off Break","ROYAL CHALLANGERS BANGALORE",50,50,0,Sold
8786,9,"Moises Henriques",Australia,Foreigner,"All Rounder",RHB,"RIGHT ARM Medium Fast","KINGS XI PUNJAB",100,100,0,Sold
8787,11,"Axar  Patel",India,Indian,"Indian Spinner",LHB,"LEFT ARM Slow Orthodox","KINGS XI PUNJAB",100,100,0,Unsold
8789,11,"Axar  Patel",India,Indian,"Indian Spinner",LHB,"LEFT ARM Slow Orthodox","DELHI CAPITALS",110,100,0,Unsold
8790,11,"Axar  Patel",India,Indian,"Indian Spinner",LHB,"LEFT ARM Slow Orthodox","KINGS XI PUNJAB",120,100,0,Unsold
8791,11,"Axar  Patel",India,Indian,"Indian Spinner",LHB,"LEFT ARM Slow Orthodox","DELHI CAPITALS",130,100,0,Unsold
8792,11,"Axar  Patel",India,Indian,"Indian Spinner",LHB,"LEFT ARM Slow Orthodox","KINGS XI PUNJAB",140,100,0,Unsold
8793,11,"Axar  Patel",India,Indian,"Indian Spinner",LHB,"LEFT ARM Slow Orthodox","DELHI CAPITALS",150,100,0,Unsold
8794,11,"Axar  Patel",India,Indian,"Indian Spinner",LHB,"LEFT ARM Slow Orthodox","KINGS XI PUNJAB",160,100,0,Unsold
8795,11,"Axar  Patel",India,Indian,"Indian Spinner",LHB,"LEFT ARM Slow Orthodox","DELHI CAPITALS",170,100,0,Unsold
8796,11,"Axar  Patel",India,Indian,"Indian Spinner",LHB,"LEFT ARM Slow Orthodox","KINGS XI PUNJAB",180,100,0,Unsold
8797,11,"Axar  Patel",India,Indian,"Indian Spinner",LHB,"LEFT ARM Slow Orthodox","DELHI CAPITALS",190,100,0,Unsold
8798,11,"Axar  Patel",India,Indian,"Indian Spinner",LHB,"LEFT ARM Slow Orthodox","KINGS XI PUNJAB",200,100,0,Unsold
8799,11,"Axar  Patel",India,Indian,"Indian Spinner",LHB,"LEFT ARM Slow Orthodox","DELHI CAPITALS",220,100,0,Unsold
8800,11,"Axar  Patel",India,Indian,"Indian Spinner",LHB,"LEFT ARM Slow Orthodox","KINGS XI PUNJAB",240,100,0,Unsold
8801,11,"Axar  Patel",India,Indian,"Indian Spinner",LHB,"LEFT ARM Slow Orthodox","DELHI CAPITALS",260,100,0,Unsold
8802,11,"Axar  Patel",India,Indian,"Indian Spinner",LHB,"LEFT ARM Slow Orthodox","KINGS XI PUNJAB",280,100,0,Unsold
8803,11,"Axar  Patel",India,Indian,"Indian Spinner",LHB,"LEFT ARM Slow Orthodox","DELHI CAPITALS",300,100,0,Unsold
8804,11,"Axar  Patel",India,Indian,"Indian Spinner",LHB,"LEFT ARM Slow Orthodox","KINGS XI PUNJAB",320,100,0,Unsold
8805,11,"Axar  Patel",India,Indian,"Indian Spinner",LHB,"LEFT ARM Slow Orthodox","DELHI CAPITALS",340,100,0,Unsold
8806,11,"Axar  Patel",India,Indian,"Indian Spinner",LHB,"LEFT ARM Slow Orthodox","KINGS XI PUNJAB",360,100,0,Unsold
8807,11,"Axar  Patel",India,Indian,"Indian Spinner",LHB,"LEFT ARM Slow Orthodox","DELHI CAPITALS",380,100,0,Unsold
8808,11,"Axar  Patel",India,Indian,"Indian Spinner",LHB,"LEFT ARM Slow Orthodox","KINGS XI PUNJAB",400,100,0,Unsold
8809,11,"Axar  Patel",India,Indian,"Indian Spinner",LHB,"LEFT ARM Slow Orthodox","DELHI CAPITALS",420,100,0,Unsold
8810,11,"Axar  Patel",India,Indian,"Indian Spinner",LHB,"LEFT ARM Slow Orthodox","KINGS XI PUNJAB",440,100,0,Unsold
8811,11,"Axar  Patel",India,Indian,"Indian Spinner",LHB,"LEFT ARM Slow Orthodox","DELHI CAPITALS",460,100,0,Unsold
8812,11,"Axar  Patel",India,Indian,"Indian Spinner",LHB,"LEFT ARM Slow Orthodox","KINGS XI PUNJAB",480,100,0,Unsold
8813,11,"Axar  Patel",India,Indian,"Indian Spinner",LHB,"LEFT ARM Slow Orthodox","DELHI CAPITALS",500,100,0,Sold
8814,15,"Jonny Bairstow ",England,Foreigner,"Top Order",RHB,'',"SUNRISERS HYDERABAD",150,150,0,Unsold
8815,15,"Jonny Bairstow ",England,Foreigner,"Top Order",RHB,'',"KINGS XI PUNJAB",160,150,0,Unsold
8816,15,"Jonny Bairstow ",England,Foreigner,"Top Order",RHB,'',"SUNRISERS HYDERABAD",170,150,0,Unsold
8817,15,"Jonny Bairstow ",England,Foreigner,"Top Order",RHB,'',"KINGS XI PUNJAB",180,150,0,Unsold
8818,15,"Jonny Bairstow ",England,Foreigner,"Top Order",RHB,'',"SUNRISERS HYDERABAD",190,150,0,Unsold
8819,15,"Jonny Bairstow ",England,Foreigner,"Top Order",RHB,'',"KINGS XI PUNJAB",200,150,0,Unsold
8820,15,"Jonny Bairstow ",England,Foreigner,"Top Order",RHB,'',"SUNRISERS HYDERABAD",220,150,0,Sold
8821,18,"Nicholas Pooran","West Indies",Foreigner,"Top Order",LHB,'',"DELHI CAPITALS",75,75,0,Unsold
8822,18,"Nicholas Pooran","West Indies",Foreigner,"Top Order",LHB,'',"ROYAL CHALLANGERS BANGALORE",80,75,0,Unsold
8823,18,"Nicholas Pooran","West Indies",Foreigner,"Top Order",LHB,'',"KINGS XI PUNJAB",85,75,0,Unsold
8824,18,"Nicholas Pooran","West Indies",Foreigner,"Top Order",LHB,'',"ROYAL CHALLANGERS BANGALORE",90,75,0,Unsold
8825,18,"Nicholas Pooran","West Indies",Foreigner,"Top Order",LHB,'',"KINGS XI PUNJAB",95,75,0,Unsold
8826,18,"Nicholas Pooran","West Indies",Foreigner,"Top Order",LHB,'',"ROYAL CHALLANGERS BANGALORE",100,75,0,Unsold
8827,18,"Nicholas Pooran","West Indies",Foreigner,"Top Order",LHB,'',"KINGS XI PUNJAB",110,75,0,Unsold
8828,18,"Nicholas Pooran","West Indies",Foreigner,"Top Order",LHB,'',"ROYAL CHALLANGERS BANGALORE",120,75,0,Unsold
8829,18,"Nicholas Pooran","West Indies",Foreigner,"Top Order",LHB,'',"KINGS XI PUNJAB",130,75,0,Unsold
8830,18,"Nicholas Pooran","West Indies",Foreigner,"Top Order",LHB,'',"ROYAL CHALLANGERS BANGALORE",140,75,0,Unsold
8831,18,"Nicholas Pooran","West Indies",Foreigner,"Top Order",LHB,'',"KINGS XI PUNJAB",150,75,0,Unsold
8832,18,"Nicholas Pooran","West Indies",Foreigner,"Top Order",LHB,'',"ROYAL CHALLANGERS BANGALORE",160,75,0,Unsold
8833,18,"Nicholas Pooran","West Indies",Foreigner,"Top Order",LHB,'',"KINGS XI PUNJAB",170,75,0,Unsold
8834,18,"Nicholas Pooran","West Indies",Foreigner,"Top Order",LHB,'',"ROYAL CHALLANGERS BANGALORE",180,75,0,Unsold
8835,18,"Nicholas Pooran","West Indies",Foreigner,"Top Order",LHB,'',"KINGS XI PUNJAB",190,75,0,Unsold
8836,18,"Nicholas Pooran","West Indies",Foreigner,"Top Order",LHB,'',"ROYAL CHALLANGERS BANGALORE",200,75,0,Unsold
8837,18,"Nicholas Pooran","West Indies",Foreigner,"Top Order",LHB,'',"KINGS XI PUNJAB",220,75,0,Unsold
8838,18,"Nicholas Pooran","West Indies",Foreigner,"Top Order",LHB,'',"ROYAL CHALLANGERS BANGALORE",240,75,0,Unsold
8839,18,"Nicholas Pooran","West Indies",Foreigner,"Top Order",LHB,'',"KINGS XI PUNJAB",260,75,0,Unsold
8840,18,"Nicholas Pooran","West Indies",Foreigner,"Top Order",LHB,'',"ROYAL CHALLANGERS BANGALORE",280,75,0,Unsold
8841,18,"Nicholas Pooran","West Indies",Foreigner,"Top Order",LHB,'',"KINGS XI PUNJAB",300,75,0,Unsold
8842,18,"Nicholas Pooran","West Indies",Foreigner,"Top Order",LHB,'',"ROYAL CHALLANGERS BANGALORE",320,75,0,Unsold
8843,18,"Nicholas Pooran","West Indies",Foreigner,"Top Order",LHB,'',"KINGS XI PUNJAB",340,75,0,Unsold
8844,18,"Nicholas Pooran","West Indies",Foreigner,"Top Order",LHB,'',"ROYAL CHALLANGERS BANGALORE",360,75,0,Unsold
8845,18,"Nicholas Pooran","West Indies",Foreigner,"Top Order",LHB,'',"KINGS XI PUNJAB",380,75,0,Unsold
8846,18,"Nicholas Pooran","West Indies",Foreigner,"Top Order",LHB,'',"ROYAL CHALLANGERS BANGALORE",400,75,0,Unsold
8847,18,"Nicholas Pooran","West Indies",Foreigner,"Top Order",LHB,'',"KINGS XI PUNJAB",420,75,0,Sold
8848,19,"Wriddhiman  Saha",India,Indian,"Top Order",RHB,'',"SUNRISERS HYDERABAD",100,100,0,Unsold
8849,19,"Wriddhiman  Saha",India,Indian,"Top Order",RHB,'',"RAJASTHAN ROYALS",110,100,0,Unsold
8850,19,"Wriddhiman  Saha",India,Indian,"Top Order",RHB,'',"SUNRISERS HYDERABAD",120,100,0,Sold
8851,25,"Jaydev Unadkat",India,Indian,"Indian Fast",RHB,"LEFT ARM Medium Fast","DELHI CAPITALS",150,150,0,Unsold
8852,25,"Jaydev Unadkat",India,Indian,"Indian Fast",RHB,"LEFT ARM Medium Fast","DELHI CAPITALS",160,150,0,Unsold
8853,25,"Jaydev Unadkat",India,Indian,"Indian Fast",RHB,"LEFT ARM Medium Fast","DELHI CAPITALS",170,150,0,Unsold
8854,25,"Jaydev Unadkat",India,Indian,"Indian Fast",RHB,"LEFT ARM Medium Fast","RAJASTHAN ROYALS",180,150,0,Unsold
8855,25,"Jaydev Unadkat",India,Indian,"Indian Fast",RHB,"LEFT ARM Medium Fast","DELHI CAPITALS",190,150,0,Unsold
8856,25,"Jaydev Unadkat",India,Indian,"Indian Fast",RHB,"LEFT ARM Medium Fast","RAJASTHAN ROYALS",200,150,0,Unsold
8857,25,"Jaydev Unadkat",India,Indian,"Indian Fast",RHB,"LEFT ARM Medium Fast","DELHI CAPITALS",220,150,0,Unsold
8858,25,"Jaydev Unadkat",India,Indian,"Indian Fast",RHB,"LEFT ARM Medium Fast","RAJASTHAN ROYALS",240,150,0,Unsold
8859,25,"Jaydev Unadkat",India,Indian,"Indian Fast",RHB,"LEFT ARM Medium Fast","DELHI CAPITALS",260,150,0,Unsold
8860,25,"Jaydev Unadkat",India,Indian,"Indian Fast",RHB,"LEFT ARM Medium Fast","RAJASTHAN ROYALS",280,150,0,Unsold
8861,25,"Jaydev Unadkat",India,Indian,"Indian Fast",RHB,"LEFT ARM Medium Fast","DELHI CAPITALS",300,150,0,Unsold
8862,25,"Jaydev Unadkat",India,Indian,"Indian Fast",RHB,"LEFT ARM Medium Fast","RAJASTHAN ROYALS",320,150,0,Unsold
8863,25,"Jaydev Unadkat",India,Indian,"Indian Fast",RHB,"LEFT ARM Medium Fast","DELHI CAPITALS",340,150,0,Unsold
8864,25,"Jaydev Unadkat",India,Indian,"Indian Fast",RHB,"LEFT ARM Medium Fast","RAJASTHAN ROYALS",360,150,0,Unsold
8865,25,"Jaydev Unadkat",India,Indian,"Indian Fast",RHB,"LEFT ARM Medium Fast","DELHI CAPITALS",380,150,0,Unsold
8866,25,"Jaydev Unadkat",India,Indian,"Indian Fast",RHB,"LEFT ARM Medium Fast","RAJASTHAN ROYALS",400,150,0,Unsold
